,earliest division time (frame),earliest division {hours},centroid_x,centroid_y,v,rep,condition,labels,id,growth_rate
126,31.0,7.75,846.4588713656003,774.2624178165337,7,2,hypoxia 3.5 days,5,5_7_2,0.28183422744957226
27,22.0,5.5,240.5994250824588,421.1825702137448,8,2,hypoxia 3.5 days,1,1_8_2,0.2697381164742993
28,22.0,5.5,374.3331421846853,583.49186789337,8,2,hypoxia 3.5 days,4,4_8_2,0.28133464411986675
30,22.0,5.5,125.15407954976762,196.00699526384204,8,2,hypoxia 3.5 days,2,2_8_2,0.2519387975055486
39,23.0,5.75,948.1308001788536,912.6825561450044,8,2,hypoxia 3.5 days,3,3_8_2,0.2703308922606514
64,26.0,6.5,367.4750028461096,592.6360536781376,8,2,hypoxia 3.5 days,4,4_8_2,0.28133464411986675
108,29.0,7.25,128.58314921905549,174.28955402501896,8,2,hypoxia 3.5 days,2,2_8_2,0.2519387975055486
42,24.0,6.0,531.8654483968943,246.649918361534,9,2,hypoxia 3.5 days,1,1_9_2,0.3154125438197971
56,25.0,6.25,529.3983593193909,262.0692250959299,9,2,hypoxia 3.5 days,1,1_9_2,0.3154125438197971
68,26.0,6.5,149.19993832030093,700.8087281243785,9,2,hypoxia 3.5 days,2,2_9_2,0.27821969993428913
88,27.0,6.75,155.76125665682628,687.6860914513279,9,2,hypoxia 3.5 days,2,2_9_2,0.27821969993428913
89,27.0,6.75,712.7568493401917,696.5629810074827,9,2,hypoxia 3.5 days,3,3_9_2,0.30351119845485897
90,27.0,6.75,722.2627731140202,695.0620456747729,9,2,hypoxia 3.5 days,3,3_9_2,0.30351119845485897
123,31.0,7.75,721.2828583068192,691.4379470344588,9,2,hypoxia 3.5 days,3,3_9_2,0.30351119845485897
130,32.0,8.0,536.1828542825252,289.8239772178425,9,2,hypoxia 3.5 days,1,1_9_2,0.3154125438197971
141,37.0,9.25,529.3983593193909,279.3388486384533,9,2,hypoxia 3.5 days,1,1_9_2,0.3154125438197971
177,51.0,12.75,973.1585970122242,346.362889837254,10,2,hypoxia 3.5 days,3,3_10_2,0.22483870541134734
179,51.0,12.75,264.79194907882703,1078.9176672122796,10,2,hypoxia 3.5 days,11,11_10_2,0.27584391879441833
183,52.0,13.0,400.7062002270236,989.0760435719462,10,2,hypoxia 3.5 days,10,10_10_2,0.3006060920435413
192,56.0,14.0,783.1090085422884,226.5740583168096,10,2,hypoxia 3.5 days,5,5_10_2,0.31696908119713585
195,57.0,14.25,684.0528594003824,652.7458627645444,10,2,hypoxia 3.5 days,8,8_10_2,0.2910711714172285
200,57.0,14.25,747.4027222236944,992.5314906350358,10,2,hypoxia 3.5 days,6,6_10_2,0.2855176596671264
206,59.0,14.75,954.7295460090792,334.8447329602882,10,2,hypoxia 3.5 days,3,3_10_2,0.22483870541134734
212,62.0,15.5,837.2443458640278,346.362889837254,10,2,hypoxia 3.5 days,4,4_10_2,0.27560445207487994
215,63.0,15.75,252.12197651416463,1096.1949025277283,10,2,hypoxia 3.5 days,11,11_10_2,0.27584391879441833
216,63.0,15.75,673.6865182111133,653.897678452241,10,2,hypoxia 3.5 days,8,8_10_2,0.2910711714172285
218,64.0,16.0,246.36289807568176,1077.765851524583,10,2,hypoxia 3.5 days,11,11_10_2,0.27584391879441833
221,65.0,16.25,773.8944830407158,215.05590143984367,10,2,hypoxia 3.5 days,5,5_10_2,0.31696908119713585
224,66.0,16.5,939.7559420690234,295.6829995786044,10,2,hypoxia 3.5 days,3,3_10_2,0.22483870541134734
226,67.0,16.75,716.3036986558868,511.072533177865,10,2,hypoxia 3.5 days,7,7_10_2,0.2502221814098663
254,102.0,25.5,41.33970566569037,1077.765851524583,10,2,hypoxia 3.5 days,1,1_10_2,0.17131604499031008
149,41.0,10.25,384.5807805992714,862.3763179253222,11,2,hypoxia 5 days,11,11_11_2,0.229670295384052
153,42.0,10.5,381.1253335361816,1077.7658515245828,11,2,hypoxia 5 days,9,9_11_2,0.18490123815046003
155,44.0,11.0,378.8217021607885,936.0925219379031,11,2,hypoxia 5 days,10,10_11_2,0.17056286465771112
161,47.0,11.75,909.8087341889122,769.0792472218991,11,2,hypoxia 5 days,3,3_11_2,0.25550301001154213
163,47.0,11.75,745.0990908483013,840.4918198590872,11,2,hypoxia 5 days,4,4_11_2,0.26073263882563524
165,47.0,11.75,401.85801591472017,752.953827594147,11,2,hypoxia 5 days,8,8_11_2,0.2506503920311992
174,50.0,12.5,116.20772536596812,384.3728075312411,11,2,hypoxia 5 days,2,2_11_2,0.28298537468456664
198,57.0,14.25,868.3433694318353,746.0429334679675,11,2,hypoxia 5 days,3,3_11_2,0.25550301001154213
199,57.0,14.25,506.673243495109,898.0826042439162,11,2,hypoxia 5 days,6,6_11_2,0.2518963126391548
204,58.0,14.5,377.669886473092,865.8317649884118,11,2,hypoxia 5 days,11,11_11_2,0.229670295384052
211,62.0,15.5,199.138454880122,228.87768969220275,11,2,hypoxia 5 days,1,1_11_2,0.11915190051802452
217,63.0,15.75,224.4784000094467,391.28370165742064,11,2,hypoxia 5 days,12,12_11_2,0.1769475592967053
225,66.0,16.5,66.67965079501514,364.79194084039926,11,2,hypoxia 5 days,2,2_11_2,0.28298537468456664
229,71.0,17.75,78.19780767198094,339.4519957110745,11,2,hypoxia 5 days,2,2_11_2,0.28298537468456664
236,76.0,19.0,862.5842909933524,702.2739373354975,11,2,hypoxia 5 days,3,3_11_2,0.25550301001154213
251,92.0,23.0,50.554231167263,291.07573682781805,11,2,hypoxia 5 days,2,2_11_2,0.28298537468456664
157,44.0,11.0,120.81498811675442,852.0099767360529,12,2,hypoxia 5 days,8,8_12_2,0.31040663661949625
158,44.0,11.0,256.729239264951,742.5874864048777,12,2,hypoxia 5 days,3,3_12_2,0.2722628886420943
164,47.0,11.75,95.47504298742965,823.2145845436384,12,2,hypoxia 5 days,8,8_12_2,0.31040663661949625
175,50.0,12.5,528.557741561344,488.0362194239336,12,2,hypoxia 5 days,6,6_12_2,0.2813492781177302
178,51.0,12.75,203.74571763090825,1084.6767456507623,12,2,hypoxia 5 days,2,2_12_2,0.277523478726703
186,54.0,13.5,88.56414886125017,816.3036904174588,12,2,hypoxia 5 days,8,8_12_2,0.31040663661949625
196,57.0,14.25,384.58078059927146,926.8779964363306,12,2,hypoxia 5 days,4,4_12_2,0.2592662288853961
197,57.0,14.25,134.6367763691134,699.9703059601043,12,2,hypoxia 5 days,8,8_12_2,0.31040663661949625
201,58.0,14.5,427.1979610440449,924.5743650609376,12,2,hypoxia 5 days,4,4_12_2,0.2592662288853961
203,58.0,14.5,212.9602431324809,1055.8813534583478,12,2,hypoxia 5 days,2,2_12_2,0.277523478726703
207,60.0,15.0,951.2740989459892,869.2872120515017,12,2,hypoxia 5 days,7,7_12_2,0.28159611829248055
222,65.0,16.25,72.43872923349804,714.9439099001598,12,2,hypoxia 5 days,8,8_12_2,0.31040663661949625
223,66.0,16.5,390.3398590377544,901.538051307006,12,2,hypoxia 5 days,4,4_12_2,0.2592662288853961
146,39.0,9.75,752.8646496608069,1069.5372732550932,13,2,hypoxia 5 days,8,8_13_2,0.2793116932328964
151,41.0,10.25,736.3247546898087,1070.6399329198264,13,2,hypoxia 5 days,8,8_13_2,0.2793116932328964
167,48.0,12.0,344.88057370951964,832.4654453374533,13,2,hypoxia 5 days,3,3_13_2,0.28359595298415785
168,48.0,12.0,601.8002755923573,417.8654113977669,13,2,hypoxia 5 days,5,5_13_2,0.28848106109937616
169,48.0,12.0,370.24174599838346,853.4159789673843,13,2,hypoxia 5 days,3,3_13_2,0.28359595298415785
170,48.0,12.0,354.8045106921185,821.4388486901212,13,2,hypoxia 5 days,3,3_13_2,0.28359595298415785
194,57.0,14.25,586.3630402860924,366.040407155306,13,2,hypoxia 5 days,5,5_13_2,0.28848106109937616
213,62.0,15.5,544.4619730262305,636.1920250149421,13,2,hypoxia 5 days,15,15_13_2,0.28166026132320343
227,68.0,17.0,664.6518764821502,303.1888062655132,13,2,hypoxia 5 days,6,6_13_2,0.18021092241133654
230,71.0,17.75,360.3178090157846,820.336189025388,13,2,hypoxia 5 days,3,3_13_2,0.28359595298415785
233,74.0,18.5,308.49280477332377,796.0776764012575,13,2,hypoxia 5 days,3,3_13_2,0.28359595298415785
240,78.0,19.5,828.9481665273983,628.4734073618097,13,2,hypoxia 5 days,16,16_13_2,0.29430906819633484
150,41.0,10.25,352.5991913626521,1086.077168226091,14,2,hypoxia 5 days,1,1_14_2,0.24428540178707556
171,48.0,12.0,278.7209938255272,922.8835378455764,14,2,hypoxia 5 days,15,15_14_2,0.2535101664657319
176,50.0,12.5,291.9529098023256,1025.4308866657648,14,2,hypoxia 5 days,1,1_14_2,0.24428540178707556
182,52.0,13.0,314.0061030969898,925.0888571750428,14,2,hypoxia 5 days,15,15_14_2,0.2535101664657319
184,53.0,13.25,709.8609227362117,866.6478949441828,14,2,hypoxia 5 days,4,4_14_2,0.3691029435407285
210,61.0,15.25,304.08216611439093,628.4734073618097,14,2,hypoxia 5 days,2,2_14_2,0.28010830987166324
219,64.0,16.0,283.13163248445994,991.2484370590352,14,2,hypoxia 5 days,1,1_14_2,0.24428540178707556
235,74.0,18.5,693.3210277652137,806.0016133838562,14,2,hypoxia 5 days,4,4_14_2,0.3691029435407285
188,55.0,13.75,291.28370989584835,773.6865099726855,15,2,hypoxia 5 days,1,1_15_2,0.30795156549684644
208,60.0,15.0,286.676447145062,778.2937727234718,15,2,hypoxia 5 days,1,1_15_2,0.30795156549684644
244,82.0,20.5,436.4124865456176,602.0659725058949,15,2,hypoxia 5 days,3,3_15_2,0.13914427816312971
144,38.0,9.5,278.613737331186,918.8152866224548,16,2,hypoxia 5 days,6,6_16_2,0.2662584177464417
180,52.0,13.0,241.7556353248954,872.7426591145914,16,2,hypoxia 5 days,6,6_16_2,0.2662584177464417
205,58.0,14.5,255.5774235772544,824.366400231335,16,2,hypoxia 5 days,6,6_16_2,0.2662584177464417
228,69.0,17.25,618.3993652016773,792.1155609758308,16,2,hypoxia 5 days,4,4_16_2,0.3333405293914989
189,55.0,13.75,543.5313455013995,247.306740695348,17,2,hypoxia 5 days,5,5_17_2,0.29375279140152016
185,53.0,13.25,481.3332983657842,1097.3467182154243,18,2,hypoxia 5 days,4,4_18_2,0.25933491372706075
187,54.0,13.5,798.0826124823441,710.3366471493734,18,2,hypoxia 5 days,6,6_18_2,0.2790253926647622
166,48.0,12.0,291.28370989584835,1074.310404461493,19,2,hypoxia 5 days,2,2_19_2,0.30131268298731806
172,48.0,12.0,238.3001882618057,1084.6767456507623,19,2,hypoxia 5 days,2,2_19_2,0.30131268298731806
231,72.0,18.0,574.6303690692073,562.9042391242111,19,2,hypoxia 5 days,5,5_19_2,0.10643065816195371
232,73.0,18.25,177.25395681388687,415.4718310990488,19,2,hypoxia 5 days,8,8_19_2,0.27308966132440204
234,74.0,18.5,867.1915537441389,484.5807723608437,19,2,hypoxia 5 days,6,6_19_2,0.5888925094256197
239,77.0,19.25,174.9503254384937,426.9899879760146,19,2,hypoxia 5 days,8,8_19_2,0.27308966132440204
242,81.0,20.25,506.673243495109,568.663317562694,19,2,hypoxia 5 days,4,4_19_2,0.2881762859907878
253,100.0,25.0,489.3960081796603,535.2606626194932,19,2,hypoxia 5 days,4,4_19_2,0.2881762859907878
255,106.0,26.5,930.5414165674508,438.5081448529804,19,2,hypoxia 5 days,6,6_19_2,0.5888925094256197
